대지위치,건축면적,주구조,용도,지붕구조,사용승인일자
대전광역시 대덕구 대화동 239-6,60.6,벽돌구조,단독주택,기와,1980-05-31
대전광역시 대덕구 대화동 239-7,158.95,벽돌구조,단독주택,(철근)콘크리트,1979-11-12
대전광역시 대덕구 대화동 239-9,93.39,벽돌구조,단독주택,(철근)콘크리트,1978-07-01
대전광역시 대덕구 대화동 240,194.75,벽돌구조,단독주택,(철근)콘크리트,1982-04-23
대전광역시 대덕구 대화동 241,436.76,벽돌구조,공동주택,(철근)콘크리트,1983-12-06
대전광역시 대덕구 대화동 241-11,1060.34,벽돌구조,공동주택,(철근)콘크리트,1981-11-07
대전광역시 대덕구 대화동 241-14,56.53,벽돌구조,단독주택,기와,1974-11-18
대전광역시 대덕구 대화동 241-15,81.29,벽돌구조,단독주택,(철근)콘크리트,1978-11-02
대전광역시 대덕구 대화동 241-18,78.07,벽돌구조,단독주택,(철근)콘크리트,1980-10-02
대전광역시 대덕구 대화동 241-19,81.29,벽돌구조,단독주택,(철근)콘크리트,1978-11-02
대전광역시 대덕구 대화동 243-1,98.8,벽돌구조,단독주택,(철근)콘크리트,1992-07-22
대전광역시 대덕구 대화동 243-3,147.29,철근콘크리트구조,노유자시설,(철근)콘크리트,1990-11-16
대전광역시 대덕구 대화동 243-5,99.4,벽돌구조,단독주택,(철근)콘크리트,1980-02-12
대전광역시 대덕구 대화동 243-6,129.57,벽돌구조,단독주택,(철근)콘크리트,1980-05-24
대전광역시 대덕구 대화동 243-7,385.58,벽돌구조,공동주택,(철근)콘크리트,1979-12-13
대전광역시 대덕구 대화동 243-9,140.57,벽돌구조,단독주택,기타지붕,1979-11-29
대전광역시 대덕구 대화동 246-2,148.27,철근콘크리트구조,단독주택,(철근)콘크리트,2008-10-17
대전광역시 대덕구 대화동 246-5,149.5,경량철골구조,단독주택,기타지붕,2007-06-08
대전광역시 대덕구 대화동 246-6,103.87,벽돌구조,단독주택,(철근)콘크리트,1984-07-24
대전광역시 대덕구 대화동 247-11,76.29,벽돌구조,단독주택,(철근)콘크리트,1984-11-01
대전광역시 대덕구 대화동 247-15,81.18,벽돌구조,단독주택,(철근)콘크리트,1985-01-10
대전광역시 대덕구 대화동 247-16,70.89,벽돌구조,단독주택,(철근)콘크리트,1984-11-01
대전광역시 대덕구 대화동 247-17,71.28,벽돌구조,단독주택,(철근)콘크리트,1984-11-01
대전광역시 대덕구 대화동 247-4,74.61,벽돌구조,단독주택,(철근)콘크리트,1985-01-10
대전광역시 대덕구 대화동 247-5,75.17,벽돌구조,단독주택,(철근)콘크리트,1984-11-01
대전광역시 대덕구 대화동 247-6,70.89,벽돌구조,단독주택,(철근)콘크리트,1984-11-01
대전광역시 대덕구 대화동 247-7,278.4,벽돌구조,공동주택,(철근)콘크리트,1984-11-01
대전광역시 대덕구 대화동 247-8,71.04,벽돌구조,단독주택,(철근)콘크리트,1984-11-01
대전광역시 대덕구 대화동 248,80.0,벽돌구조,단독주택,(철근)콘크리트,1984-07-06
대전광역시 대덕구 대화동 248-2,86.8,벽돌구조,단독주택,(철근)콘크리트,1984-07-06
대전광역시 대덕구 대화동 248-3,84.11,벽돌구조,단독주택,(철근)콘크리트,1984-01-26
대전광역시 대덕구 대화동 249-2,151.51,벽돌구조,단독주택,기와,1979-06-28
대전광역시 대덕구 대화동 250-10,62.06,벽돌구조,단독주택,(철근)콘크리트,1979-09-13
대전광역시 대덕구 대화동 250-12,98.88,벽돌구조,단독주택,(철근)콘크리트,1979-09-27
대전광역시 대덕구 대화동 250-15,68.06,벽돌구조,단독주택,(철근)콘크리트,1984-10-04
대전광역시 대덕구 대화동 250-16,657.12,철근콘크리트구조,공동주택,(철근)콘크리트,1985-01-26
대전광역시 대덕구 대화동 250-19,126.0,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,1992-05-12
대전광역시 대덕구 대화동 250-2,1886.64,벽돌구조,공동주택,(철근)콘크리트,1979-12-26
대전광역시 대덕구 대화동 250-20,120.84,철근콘크리트구조,단독주택,(철근)콘크리트,1986-08-25
대전광역시 대덕구 대화동 250-3,158.08,벽돌구조,단독주택,(철근)콘크리트,1979-08-31
대전광역시 대덕구 대화동 250-4,127.175,벽돌구조,단독주택,(철근)콘크리트,1979-09-22
대전광역시 대덕구 대화동 250-5,72.56,벽돌구조,단독주택,(철근)콘크리트,1984-05-12
대전광역시 대덕구 대화동 250-6,129.85,블록구조,단독주택,기와,1979-06-21
대전광역시 대덕구 대화동 250-7,282.66,철근콘크리트구조,종교시설,(철근)콘크리트,2001-04-13
대전광역시 대덕구 대화동 250-8,128.7,벽돌구조,단독주택,(철근)콘크리트,1979-11-23
대전광역시 대덕구 대화동 251,214.19,벽돌구조,단독주택,기타지붕,1980-05-29
대전광역시 대덕구 대화동 251-1,321.88,벽돌구조,공동주택,(철근)콘크리트,1982-03-15
대전광역시 대덕구 대화동 251-2,110.2,벽돌구조,단독주택,(철근)콘크리트,1983-07-18
대전광역시 대덕구 대화동 251-3,79.42,벽돌구조,단독주택,(철근)콘크리트,1981-07-24
대전광역시 대덕구 대화동 251-4,397.77,일반철골구조,제2종근린생활시설,기타지붕,2023-03-06
대전광역시 대덕구 대화동 253,3034.4399999999996,철근콘크리트구조,공동주택,(철근)콘크리트,1986-09-25
대전광역시 대덕구 대화동 254-1,575.42,벽돌구조,단독주택,(철근)콘크리트,1982-12-28
대전광역시 대덕구 대화동 254-16,377.28,벽돌구조,공동주택,(철근)콘크리트,1980-11-25
대전광역시 대덕구 대화동 254-17,127.19,벽돌구조,단독주택,(철근)콘크리트,1982-09-10
대전광역시 대덕구 대화동 254-18,98.95,벽돌구조,단독주택,기타지붕,1979-08-23
대전광역시 대덕구 대화동 254-19,98.83,벽돌구조,단독주택,기와,1979-08-23
대전광역시 대덕구 대화동 254-21,368.88,벽돌구조,공동주택,(철근)콘크리트,1983-02-03
대전광역시 대덕구 대화동 254-22,97.15,벽돌구조,단독주택,(철근)콘크리트,1982-03-22
대전광역시 대덕구 대화동 254-30,762.6,벽돌구조,공동주택,(철근)콘크리트,1984-10-13
대전광역시 대덕구 대화동 254-31,422.76,철근콘크리트구조,공동주택,(철근)콘크리트,1984-12-27
대전광역시 대덕구 대화동 254-36,139.71,경량철골구조,공장,기타지붕,1994-08-01
대전광역시 대덕구 대화동 254-37,375.75,경량철골구조,공장,기타지붕,1991-04-11
대전광역시 대덕구 대화동 254-4,37.88,블록구조,제2종근린생활시설,슬레이트,1983-12-27
대전광역시 대덕구 대화동 254-44,425.36,일반철골구조,제2종근린생활시설,기타지붕,2009-10-22
대전광역시 대덕구 대화동 254-53,817.75,일반철골구조,창고시설,기타지붕,2008-08-01
대전광역시 대덕구 대화동 256,983.51,일반철골구조,창고시설,기타지붕,2005-10-21
대전광역시 대덕구 대화동 256-4,289.75,일반철골구조,공장,기타지붕,2024-08-20
대전광역시 대덕구 대화동 261,633.1,일반철골구조,공장,기타지붕,2002-07-26
대전광역시 대덕구 대화동 262-1,1560.04,일반철골구조,창고시설,기타지붕,2009-01-09
대전광역시 대덕구 대화동 262-2,2378.41,일반철골구조,공장,기타지붕,2004-04-26
대전광역시 대덕구 대화동 264,984.24,일반철골구조,창고시설,기타지붕,1994-04-20
대전광역시 대덕구 대화동 264-1,153.424,일반철골구조,창고시설,기타지붕,20004
대전광역시 대덕구 대화동 267,440.17999999999995,경량철골구조,자동차관련시설,(철근)콘크리트,1987-10-29
대전광역시 대덕구 대화동 267-1,615.6,경량철골구조,공장,(철근)콘크리트,1992-01-03
대전광역시 대덕구 대화동 267-3,735.48,철근콘크리트구조,공장,(철근)콘크리트,
대전광역시 대덕구 대화동 268,823.2,경량철골구조,공장,기타지붕,1998-01-21
대전광역시 대덕구 대화동 27-12,89.39,벽돌구조,단독주택,(철근)콘크리트,1986-06-11
대전광역시 대덕구 대화동 27-16,80.66,벽돌구조,단독주택,(철근)콘크리트,1977-12-26
대전광역시 대덕구 대화동 27-17,197.88,벽돌구조,단독주택,(철근)콘크리트,1977-11-19
대전광역시 대덕구 대화동 27-18,88.53,벽돌구조,단독주택,(철근)콘크리트,1978-01-19
대전광역시 대덕구 대화동 27-19,81.92,벽돌구조,단독주택,(철근)콘크리트,1977-12-19
대전광역시 대덕구 대화동 27-21,113.32,벽돌구조,단독주택,(철근)콘크리트,1977-11-19
대전광역시 대덕구 대화동 27-24,192.26,벽돌구조,단독주택,(철근)콘크리트,1978-10-04
대전광역시 대덕구 대화동 27-28,100.41,벽돌구조,단독주택,(철근)콘크리트,1978-01-19
대전광역시 대덕구 대화동 27-30,92.97,벽돌구조,단독주택,(철근)콘크리트,1977-12-17
대전광역시 대덕구 대화동 27-31,83.99,벽돌구조,단독주택,(철근)콘크리트,1977-12-21
대전광역시 대덕구 대화동 27-34,88.43,벽돌구조,단독주택,(철근)콘크리트,1978-02-01
대전광역시 대덕구 대화동 27-35,91.34,벽돌구조,단독주택,(철근)콘크리트,
대전광역시 대덕구 대화동 27-37,0.0,벽돌구조,단독주택,(철근)콘크리트,1979-08-31
대전광역시 대덕구 대화동 27-39,85.03,벽돌구조,단독주택,(철근)콘크리트,1978-11-11
대전광역시 대덕구 대화동 27-41,77.62,벽돌구조,단독주택,(철근)콘크리트,1977-11-30
대전광역시 대덕구 대화동 27-42,88.65,벽돌구조,단독주택,(철근)콘크리트,1977-12-21
대전광역시 대덕구 대화동 27-43,87.33,벽돌구조,단독주택,(철근)콘크리트,1980-10-13
대전광역시 대덕구 대화동 27-44,82.95,벽돌구조,단독주택,(철근)콘크리트,1978-11-10
대전광역시 대덕구 대화동 27-5,82.68,벽돌구조,단독주택,(철근)콘크리트,1977-11-19
대전광역시 대덕구 대화동 27-7,2221.3,철근콘크리트구조,공동주택,(철근)콘크리트,1978-08-04
대전광역시 대덕구 대화동 273,1870.36,일반철골구조,공장,기타지붕,1994-09-08
대전광역시 대덕구 대화동 273-2,10391.208,일반철골구조,공장,기타지붕,1995-01-07
대전광역시 대덕구 대화동 274,607.48,일반철골구조,공장,기타지붕,2015-04-15
대전광역시 대덕구 대화동 274-6,433.19,일반철골구조,공장,기타지붕,2011-05-26
대전광역시 대덕구 대화동 275-10,108.385,벽돌구조,단독주택,(철근)콘크리트,1991-11-23
대전광역시 대덕구 대화동 275-11,228.46,일반철골구조,제2종근린생활시설,기타지붕,2017-09-22
대전광역시 대덕구 대화동 275-13,219.25,경량철골구조,제2종근린생활시설,기타지붕,2004-09-07
대전광역시 대덕구 대화동 275-2,0.0,철근콘크리트구조,공장,기타지붕,1993-02-17
대전광역시 대덕구 대화동 275-20,253.5,경량철골구조,공장,기타지붕,1992-08-22
대전광역시 대덕구 대화동 275-21,330.87,일반철골구조,공장,기타지붕,2006-07-28
대전광역시 대덕구 대화동 275-23,222.72,일반철골구조,공장,기타지붕,2007-10-19
대전광역시 대덕구 대화동 275-24,248.46,일반철골구조,공장,기타지붕,2007-01-17
대전광역시 대덕구 대화동 275-35,337.6,철근콘크리트구조,공동주택,(철근)콘크리트,1992-11-30
대전광역시 대덕구 대화동 275-43,198.48,경량철골구조,공장,기타지붕,2024-04-08
대전광역시 대덕구 대화동 275-46,100.87,벽돌구조,단독주택,(철근)콘크리트,1994-02-14
대전광역시 대덕구 대화동 275-47,135.81,벽돌구조,단독주택,(철근)콘크리트,1998-05-27
대전광역시 대덕구 대화동 275-48,86.94,벽돌구조,단독주택,(철근)콘크리트,1988-10-07
대전광역시 대덕구 대화동 275-49,95.32,벽돌구조,단독주택,(철근)콘크리트,1994-12-22
대전광역시 대덕구 대화동 275-57,222.16,일반철골구조,공장,(철근)콘크리트,2005-07-18
대전광역시 대덕구 대화동 275-6,100.14,벽돌구조,단독주택,(철근)콘크리트,1989-11-28
대전광역시 대덕구 대화동 275-7,88.32,벽돌구조,단독주택,(철근)콘크리트,1991-06-01
대전광역시 대덕구 대화동 275-8,256.4,일반철골구조,공장,(철근)콘크리트,2007-06-21
대전광역시 대덕구 대화동 275-9,208.6,경량철골구조,단독주택,기타지붕,2003-11-06
대전광역시 대덕구 대화동 278-1,340.495,경량철골구조,공장,기타지붕,1992-08-04
대전광역시 대덕구 대화동 278-2,77.61,일반철골구조,공장,기타지붕,2002-11-26
대전광역시 대덕구 대화동 278-4,921.22,일반철골구조,공장,(철근)콘크리트,1992-04-21
대전광역시 대덕구 대화동 279,252.0,일반철골구조,공장,기타지붕,2019-10-08
대전광역시 대덕구 대화동 280,881.04,경량철골구조,공장,기타지붕,2000-09-09
대전광역시 대덕구 대화동 280-2,819.36,경량철골구조,공장,기타지붕,1991-12-27
대전광역시 대덕구 대화동 280-4,1085.1,일반철골구조,공장,기타지붕,2001-02-26
대전광역시 대덕구 대화동 282-1,352.26,일반철골구조,자동차관련시설,기타지붕,1999-07-21
대전광역시 대덕구 대화동 282-16,3146.335,철근콘크리트구조,공장,(철근)콘크리트,1987-12-03
대전광역시 대덕구 대화동 282-23,66.26,일반철골구조,공장,기타지붕,1999-07-21
대전광역시 대덕구 대화동 282-25,397.44,일반철골구조,공장,기타지붕,2000-07-07
대전광역시 대덕구 대화동 283-1,1800.48,일반철골구조,공장,기타지붕,2010-06-16
대전광역시 대덕구 대화동 283-11,126.36,경량철골구조,공장,기타지붕,1991-02-09
대전광역시 대덕구 대화동 283-12,937.89,일반철골구조,공장,기타지붕,2010-06-16
대전광역시 대덕구 대화동 283-14,261.0,일반철골구조,공장,기타지붕,2010-06-23
대전광역시 대덕구 대화동 283-25,859.2,일반철골구조,공장,기타지붕,2010-06-16
대전광역시 대덕구 대화동 283-5,448.34,일반철골구조,공장,기타지붕,2003-06-03
대전광역시 대덕구 대화동 283-7,199.17,경량철골구조,공장,기타지붕,1991-09-02
대전광역시 대덕구 대화동 284,387.94,일반철골구조,공장,기타지붕,2003-03-28
대전광역시 대덕구 대화동 284-10,229.5,일반철골구조,공장,기타지붕,2003-01-27
대전광역시 대덕구 대화동 284-11,229.5,일반철골구조,공장,기타지붕,2003-01-09
대전광역시 대덕구 대화동 284-12,447.78,일반철골구조,공장,기타지붕,2003-01-13
대전광역시 대덕구 대화동 284-16,292.77,일반철골구조,공장,기타지붕,2003-01-13
대전광역시 대덕구 대화동 284-17,206.96,일반철골구조,공장,(철근)콘크리트,2003-01-09
대전광역시 대덕구 대화동 284-18,453.29,일반철골구조,공장,기타지붕,2003-01-23
대전광역시 대덕구 대화동 284-2,425.67,일반철골구조,공장,기타지붕,2003-03-28
대전광역시 대덕구 대화동 284-3,323.09,일반철골구조,공장,기타지붕,2003-01-27
대전광역시 대덕구 대화동 284-4,266.64,일반철골구조,공장,기타지붕,2003-01-23
대전광역시 대덕구 대화동 284-5,233.75,일반철골구조,공장,기타지붕,2003-01-27
대전광역시 대덕구 대화동 284-6,293.51,일반철골구조,공장,기타지붕,2003-04-07
대전광역시 대덕구 대화동 284-7,390.79,일반철골구조,공장,기타지붕,2003-04-07
대전광역시 대덕구 대화동 284-8,224.0,일반철골구조,공장,기타지붕,2003-01-27
대전광역시 대덕구 대화동 284-9,229.5,일반철골구조,공장,기타지붕,2003-01-27
